label,tweet
anticipation,disconnya berlaku di semua store gan?
anger,@SadelihSuaib @eae18 @prabowo @jokowi Pemimpin yg baik adalah pemimpin yg mengukur diri! Jika bukan ahli agama maka…
sadness,"lucu sih kenapa ada pasangan yg masih tukeran pass ig . dimana komitmen kalian yg ada embel2 "" kepercayaan"" apa pasangan kalian tukang selingkuh? HAHA ciyaaaaan"
fear,"abang gue takut tetiba ditelp sm pihak RS ato apa kali yak.. scr doctag gue cantumin nama & no telp dia jd klo kenapa2 sm gue, dia yg bakal di telp"
joy,Kanee ituu bikin blengeer apa lagi kalo pedes bikin nyoss
joy,"Radio tabung ini selain bisa diinikmati sesuai dengan fungsinya ,radio tabung ini sangat sempurna untuk melengkapi koleksi RADIO TABUNG anda , dan sangat Cantik untuk menjadi properti di kantor,galeri,cafe ataupun rumah anda\ndaya tangkap tajam menjadikan anda akan puas menikmati Radio dengan fungsinya\nCANTlK. SEKSl. \nBerbagai Radio tabung Cantik dan siap pakai di Antique Sale\nkunjungi Fb Antique"
fear,"Ya allah semoga kue bikinan bunda kali ini dengan resep dari google berhasil... Kasianin aku ya allah, kan soleh mau ultah... Masa gagal maning gagal maning"
fear,"Spontan nyalain flash hp dan nyari tissue buat lap. Tak lupa sebelumnya gue senter bagian atas kamar sejajar sama lokasi tetesan, gak ada apa apa. Mau liat hasil lap di tisu pun parno, pas braniin liat, untung ya cuma air biasa, karena lagi flu, percuma jg mau nyium itu baunya"
sadness,Pengen pesen tapi d kota Probolinggo blm ada z
anger,halahh guru kuda/jongos nya @prabowo aja orang asing koar2 ngga mutu...bercermin lah selama tidak mennganggu \asing…
anger,"@vaiyo @imanbr @Gerindra @prabowo pake otak mblo, yg pny alat itu negara, kok larinya ke @gerindra."
anger,"WALHI Riau, aliansi masyarakat cipang, gerakan masyarakat dan mahasiswa. Menyikapi Pembangunan Waduk Rokan Kiri di Kabupaten Rokan Hulu. Hari ini ribuan massa yang berasal dari empat desa di Kecamatan Rokan VI Koto Kabupaten Rokan Hulu, Provinsi Riau menyambangi Kantor Gubernur Riau. Massa yang tergabung dalam Aliansi Masyarakat Cipang ini meminta gubernur meneruskan surat penolakan pembangunan Waduk Rokan Kiri yang akan menenggelamkan Desa Cipang Kiri Hilir, Desa Cipang Kiri Hulu, Desa Tibawan, dan Desa Cipang Kanan. Kami  WALHI bersama masyarakat menolaaaaak !!!\n\n#savecipang\n#membanguntidakharusmembunuh\n#walhimemanggil\n#walhiriau"
trust,"@cahbagoes39 @nieke_aereta @psi_id Masih lbh bagus srimulat.lucu gak dibuat buat, jujur dlm berkarya. Kl yg satu ny…"
anger,"[USERNAME] Sampai kapan ya,,terus apa kompensasi buat pelanggan dg kondisi ini, layanan speed sama saja malah jaringan sering lemot padahal kewajiban tagihan dibayar tepat waktu [USERNAME]"
joy,Selamat Hari Kemerdekaan RI ke 68!\r\n\r\n[image source:
sadness,"Wagelaseh, cuti ditolak. Di antara 135 org paling eug sendirian yg blm pernah balik ke rumah. ""Lu sih pong, ada libur panjang ga langsung kabur."""
sadness,Uda pernah. Ga dapet apa apaaaah
fear,[USERNAME] Laut juga. Taukan gimana konconya hiu megalodon ternyata masih banyak yang idup dengan visualisasi yang lebih creepy daripada setan jenis apapun. Merinding w liat gambarnya doang:(
sadness,[USERNAME] Iya kali ya cikk.. Apalagi ky bsk yg mw pemadaman hmm byasanya kan kl dah mepet ga ada air ataupun listrik ke kos elu yaaa huhuuu
disgust,"Facebook gimana ini masa saya gk bisa ngambil foto dari galeri buat dimasukin ke facebook , tolong perbaikannya ini udah lama banget dari seminggu kemarin ..."
anticipation,Berlaku vouchernya sampai kapan ?
disgust,@nyinyir404 @PKSejahtera @msi_sohibuliman @Gerindra Ente gak komen partai pendukung presiden jokowi yang gak punya…
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Harus-nya Di Tanya Pernyataan Sandi Itu Atas Nama Pemprove DKI Atau Kapasitasnya Sebagai Anggota Dewan Pembina Gerindra ?
anticipation,Harga paketnya berapa?
fear,"Wkwk lul dasar dinda, aku td liat chatnya astaghfirullah kalo aku pas mau buka udah degdegan waswas ngapain pagi2 kirim chat sebanyak itu"
anger,Balas pesan inbox saya. Pesanan pulsa saya kenapa tiba tiba di cancel bikin ribet aja. Terus uangnya di kembalikan gimana?
disgust,@Dr_Moeldoko G lagi nyindir pak @prabowo atw @awemany kan pak?
anger,@jdiarto @Irfanezi @taufiqaris @Gerindra @prabowo @jokowi Para kecebong lg mengeluarkan kekesalannya krn jagoannya…
joy,Bapak @ganjarpranowo berkunjung ke lokasi yg hbis terkena bencana di kab cilacap.\n#GanjarYasin…
fear,"Hari senin qerja lembur bagai quda. Hati hati gaes, bagi para pengendara motor cek dulu helm nya siapa tau ada serangga laba - laba atau pun kecoa"
trust,Kampus ku yg keren
joy,@OfficialiNewsTV @ganjarpranowo @TajYasinMZ @sudirmansaid @idafauziyah Pak Dirman Manteb \nApik  mimpin Jateng
anger,Ketimpangan sosial apa? Picak mata lu. Kaum kampret model kau selalu memutarbalikan fakta sebenarnya. Pada tolol mikirnya!!!!
joy,Trisuci Waisak selalu mengingatkan kita pada ajaran Sang Buddha. Selamat Hari Raya Waisak 2562. Rayakan dengan memaafkan & membahagiakan orang lain. #ichoosehappy
trust,Sun spots? Bekas Jerawat? Produk #EvenBetter kami cocok untuk mengatasinya dan lembut untuk kulit. Aplikasikan dengan menepuk-nepukkan pada wajah agar produk menyerap dengan baik. Coba produk terbaru #EvenBetter kami dengan mengunjungi counter Clinique terdekat. #CliniqueID
anticipation,Untuk paket bread sticks...ukuran y beda ga sama kalo yg beli 1 an harga 25 rb?
joy,"semoga keadilan dan kemenangan, berpihak kepada kita warga simpang tonang...."
trust,"@DPP_PPP @MRomahurmuziy Sepakaat...\nGus @MRomahurmuziy memang pemimpin zaman now, yang dapat merangkul semua kalang…"
sadness,"Terlalu banyak moment pencitraan di postingan ig nih. Pengen ngapus tapi udah ke posting. Yaudah deh biarin aja ya, sekarang berusaha agar tidak terjadi hal seperti itu lagi saja"
sadness,"Sahabat Pembangunan, kami turut berduka atas insiden ledakan bom di tiga gereja di Surabaya. Saya, kamu, kita, seluruh Indonesia, harus #BersatuLawanTerorisme karena #KamiTidakTakutTeroris! Bagi kamu yang belum menyebar foto dan video para korban terorisme, jangan ya, dan bagi kamu yang sudah, segera hapus! Jangan biarkan teroris berhasil menyebar teror lewat foto dan video. Kami berdoa agar para korban diterima di sisi terbaik Tuhan Yang Maha Esa."
anger,@Gerindra @jokowi @DPR_RI GERINDRA BANGSAT
sadness,@ganjarpranowo @EnthusSusmono Innalillahi wainna ilaihi rojiuun. Ndherek bela sungkawa. Mugi tansah pinaringan dalan padhang.
trust,"#beritaUNS UNS Cultural Night 2018 Dengungkan Pesan Keberagaman\n\nKeragaman budaya dan bahasa antar negara di dunia tak menghalangi para stakeholder di dunia pendidikan untuk saling menghargai satu sama lain. Berangkat dari hal tersebut, International Office Universitas Sebelas Maret (IO UNS) Surakarta menggelar UNS Cultural Night 2018 untuk memupuk toleransi dan sikap menjunjung tinggi nilai keberagaman tersebut di lingkup universitas. \n\nSelengkapnya"
sadness,Terlalu miris melihat org yg berkedok apa laginseorg oendidik agama namun tak pernah bijak menggunakan tata bahasa menyinggung org lewat media sosial.
anger,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha
joy,Setya Novanto Menilai Perekonomian Indonesia Semakin Membaik di Tangan Jokowi-JK
fear,"Kenapa saldo rekening saya tiba tiba berkurang 1,500.000,- ?\n\nBank BNI mengapa sperti ini ya."
fear,"[USERNAME] Bukaaan, tapi aku punya kayak semacam trust issue gitu.. takut diomongin sama temen deket, takut kalo ngomong A nanti malah salah, dan aku bukan tipe orang yg gampang ceritain semua masalahku ke orang lain alias susah terbuka"
sadness,Alasan kenapa aing jarang bales chat. Ngobrol sama manusia itu lebih seru dibanding chat yang kadang ga jelas juga yang dibahas apa. [URL]
joy,"#ELifers, hari ini Equity Life Indonesia dan PGRI Jawa Barat telah bekerjasama dalam program pensiun guru tahap II. Kerjasama ini diresmikan dengan penandatanganan MOU yang dilaksanakan di kantor cabang Equity Life Indonesia Bandung. Diharapkan dengan kerjasama ini, para guru di Jawa Barat dapat mewujudkan hidup yang sejahtera dan terlindungi.\n\n#PastiEquity #EquityLifeIndonesia"
fear,"Selamat siang Admin Facebook ,mohon bantuannya, sya tadi pagi sudah bayar Saldo akun iklan sya, tapi belum masuk sudah d tunggu 5jam, biasanya gak sampai 10menit sudah masuk, tapi ini sampai berjam2 belum masuk , mohon bantuannya"
trust,Pengacara Setya Novanto: JK Harus Seperti Jokowi
anticipation,Kapan ketasikmalaya nya....
anger,"Aksi teror di mako brimob dan Surabaya, tiba2 para cebong lempar tuduhan ke rakyat yang tidak dukung jokowi, ke 212…"
trust,"Selamat hari perempuan sedunia.\n\nMari para perempuan didunia semakin tangguh,,semangat membenahi diri mjd lbh baik jg lbh kreatif n bijaksana dalam perkembangan zaman"
anger,PAN Anggap Pemerintah Belum Serius Tangani Hak Buruh @BeritaPAN @salehdaulay…
sadness,"Gubernur Jateng, Ganjar Pranowo dianggap gagal dalam menjalankan kewenangan yang dimilikinya untuk memaksimalkan po…"
sadness,Hadeh ..kena deh uda sempet share...karna anak ku suka mcd siapa tau beruntung sempet ragu tp dicoba ajalah wkwkwk....
anticipation,"Min, serangan phishing itu apa?"
trust,"Sehubungan dengan Promosi kupon gratis Rp 255.000 dari McDonald’s Indonesia perlu disampaikan bahwa ini tidak benar atau hoax. Harap waspada terhadap semua jenis penipuan berkedok promosi, undian berhadiah ataupun situs internet yang mengatasnamakan McDonald’s Indonesia. Semua promosi McDonald’s Indonesia dapat dilihat di situs resmi www.mcdonalds.co.id"
anger,"\demi energi\ \nalasan klasik dan bodoh\n\nKalau mau pasokan listrik super energi,,,,,bangun PLTN pak bro,,,,,,bahan baku nuklir murah dg pasokan energi hebat,,,,,,kalau reaktor nuklir bocor kita smua \mati sama2\ ....jangan bisanya hanya membunuh sekelompok orang saja cuy,,,,,,mati sama2 lebih baik ,,,,,,ha ha"
fear,"@alihinz @kompascom @PKSejahtera Masalahnya komisi yg ngurusin RUU AT diketuai oleh orang gerindra, itu sj"
fear,Hi facebook.. Akun teman saya kok emailnya berubah jadi (tidak dikertahui)@blogger.info ...dan paswordnya juga salah pas log in.. Padahal yg tau passwordnya cuman dia
trust,@LebahBorneo @jansen_jsp @FatihGaleh @jokowi Di jaman pak Sby tak ada yang berani koar2 tentang pengalihan isu aksi…
trust,@AsFairus @Yusrilihza_Mhd @PBB2019 Insya'allah salah satu pelopor kebangkitan Islam untuk menyelamatkan NKRI dari a…
trust,"Buat kamu yang suka banget berpetualang, Sarah saranin pakai #tas #NationalGeographic kayak di ini! Kualitasnya dijamin #asli, awet, nggak mudah robek, pilihannya banyak, dan diskonnya hingga 10%, lho!  Yuk langsung aja serbu, B'Nerz!\n\nJika mengalami kesulitan saat berbelanja online di BHINNEKA, kamu bisa #TanyaSarah dengan telepon ke (021) 2929-2828 atau email ke sarah@bhinneka.com. Kamu juga bisa chat kami melalui fitur 'Chat with Us' di website BHINNEKA.\n\nBelanja di #Bhinneka, #AsliBikinTenang. :)"
sadness,Saya terenyuh sekaligus kagum. Kalau ada kesempatan untuk melakukan hal yang sama pasti saya akan lakukan. Saya yakin dia pun juga tidak ragu untuk melakukan penyelamatan tersebut. Rest in Peace Razzan. [URL]
trust,"#BeautyTips Menggunakan sisir kayu membantu mencegah kulit kepala Anda menjadi berminyak, karena minyak alami di kulit kepala terdistribusi ke sepanjang helai rambut. Anda juga menikmati sensasi massage pada kulit kepala ketika menyisir dengan sisir kayu"
sadness,@PKSejahtera @Gerindra @prabowo @aniesbaswedan @hnurwahid @msi_sohibuliman @PKSTV @salimsegaf Sangat disayangkan An…
anticipation,"2. Jika semua email dan akun media sosial diverifikasi mengunakan KTP, serta dibatasi jumlah kepemilikan individu,…"
joy,"#NoLimitJobs\nSelamat malam, NoLimit Indonesia kembali mengajak teman-teman untuk bergabung dengan kami. Berikut posisi yang tersedia saat ini:\n\n- Data Tagger\n\nKirimkan lamaran beserta dokumen terkait ke NoLimit Indonesia - Jl. Setra Indah Utara II No. 1A, Sukajadi, Bandung.\n\n#NoLimitIndonesia\n#SocialMediaMonitoring\n#SocialMediaAnalysis\n#LokerBDG\n#LokerBandung"
trust,Ini harus menjadi contoh Kepala Desa yang baik. Mengutamakan kepentingan bersama..
anticipation,"Saya ingin melaporkan berita dengan kata\ kotor, tapi opsi tidak saya temukan. Tapi tersedia pada pelaporan akun pribadi \n\nAda baiknya jika memang benar dugaan saya diberlakukan kesamarataan.\n\n- terima kasih"
anger,"@Elina_Vay @SuburBur @embah72 @semiaji_w @prabowo @Gerindra Cemen dong, kalau ga maju capres, ga usah @prabowo, aku…"
anger,@MohammadTaofiQy @faizalassegaf @PKSejahtera @jokowi Aq Arek Suroboyo..lahirku di Suroboyo..aq g pengen Suroboyo yg damai di acak2 teroris..
joy,Makan bareng #gubernurzamannow @ganjarpranowo dalam cara car free day di solo #GanjarYasinSwasembadaBaik
anger,"rangorang pada sok suci tapi sok tau gitu tentang kehidupan mereka, intinya gini, kalo belom pernah nyebur got kalian ga bakal tau di dalem got itu kek gimana, sama aja kalian kalo ga mau kenal sama orang yang berbeda, ya kalian bakal jadi sok tau"
fear,Akun teman saya diretas. Apakah bisa di non-aktifkan?
trust,Jika #2019GantiPresiden korupsi akan semakin liar.
anger,"Memaknai suatu hubungan, butuh waktu bertahun tahun dan mgkn banyak pelajaran. Don't be needy lah kalo jadi cewe. Pacar lo punya masa depan yang harus dia prioritaskan. Pacar lo juga punya kehidupan selain elo."
sadness,G pernah menang
sadness,Tibalah kita Di penghujung persimpangan Di penghujung jalan cinta Kita berdua... Terpaksa ku relakan Tak daya ku halangkan Kerna ku tahu cintamu Bukan lagi milikku...
surprise,Ntr teh botol nya teh botol kotak lagi wkwkw
joy,Idola ciamis menang lewat @YouTube
anticipation,Kalau untuk kulit berminyak & mencerahkan produk clinique apa??
surprise,"GRATIS Voucher Diskon Rp. 35,000 !! Caranya gampang banget.. hanya dengan bertransaksi produk apa saja di CFC senilai Rp. 100,000, kamu bisa langsung mendapatkan vouchernya. Berlaku kelipatan maks s/d 5 voucher. Promo berlaku tgl 30 Maret - 1 April 2018. Yuk Buruan ke CFC."
anger,org yg gagal d masa laluny berarti org itu paling d benci allah itu hny prabocor krn otakny jg bocor bocor bocor pengikutny ap lg otakny moter2 [USERNAME] [USERNAME] [USERNAME]
trust,@VIVAcoid prabowo menang insya Allah
anger,@fadlizon @TribunWow @Gerindra Jancuk..masak teroris di samakan kasus novel Baswedan....
trust,"Dukung Jokowi utk Pilpres 2019, Ketum PKB Muhaimin Iskandar hakul yakin dirinya dilirik Jokowi menjadi cawapres…"
joy,"@ridwankamil Jangan ikutan tetangga sebelah,,ah,,ko emosi ya,,padahal cuma sama Kaos#....saya tetap RINDU jadi juara.."
anticipation,Menperin Airlangga Hartarto Minta Norwegia Permudah Ekspor Tekstil RI
fear,"pagi ini nonton berita headline nya bikin takut mulai dari 'Suami bunuh istri' , 'Kakek perkosa cucu' , 'Ayam bakar solo' . ngeri banget nih berita"
trust,"Gus Ipul sangat berpengalaman memimpin di Jatim, semoga menang menjadi Gubernur Jatim\n\n#SedulurNgaji \n \n@cakimiNOW…"
trust,"Sya meyakini, budiman sudjatmiko lebi peduli rakyat"
sadness,"Meskipun cara yang dilakukam dilandasi kasihsayang, tapi saya pribadi tak suka dg cara org tua yang mendidik dgn memukul anak di depan org banyak."
sadness,Ini lho yg mengiris hatiku!! Masih tega buang sampah plastik sembarangan? Masih males mengurangi pemakaian plastik kresek & plastik kemasan lain?
anger,"​STOP MENGIRIMKAN KUPON MCD​\nPlease buat kalian yang masi share kupon MCD, itu HOAX.\nItu strategi marketing CPP (CLICK PER PAY).\nYang punya website dapet duit, kalian cuma dapet IKLAN disitusnya, bukan VOUCHERNYA.\nPlease banget, kalau mau broadcast informasi di CEK KEMBALI!\nBayangkan, kontak saya ada ratusan, pada broadcast informasi hoax seperti ini. penuh ga tuh whatsapp isi hoax.\nCoba untuk lebih pintar untuk share hal-hal hoax seperti ini.\n​STOP SEBAR KUPON HOAX​"
trust,"Semoga dg puasa akan menambah ketaqwaan kita,teruji ksabaran kita"
trust,Merdeka✊️✊️✊️
anger,"[USERNAME] WhatsApp aku kan sudah terang-terangan kamu blokir, setelah aku mempergoki kamu secara tidak sengaja bahwasanya kamu kerja di Informa Ace Hardware TP-6. Malamnya aku akan sapa kamu, tapi sudah keburu kamu blokir, padahal seminggu sebelumnya ak"
joy,"14.Kita harus bangga, Jateng tetap dipercaya dalam industri karoseri,\ kata Ganjar sebelum berpamitan.…"
trust,Mudah\n dg program Pak Jokowi tol pulau jawa selesai mslh kemacetan mudik bisa teratasi....\nMERDEKA
anger,[USERNAME] [USERNAME] Hanya orang yg berotak tai seperti anda yg mengatakan jakarta sekarang lebih bagus ! Makanya menilai sesuatu itu harus jauh dari kepentingan diri sendiri !
joy,"@MRomahurmuziy @GIGI_Band ketum PPP terbaik, selalu mengingatkan untuk menghargai pilihan satu sama lain suksess te…"
trust,Airlangga Hartarto menyatakan tak akan kalah saing dengan tokoh lain yang juga berpeluang menjadi cawapres untuk Jo…
joy,"SJH, Siap Menyongsong Asian Games XVIII Tahun 2018\n\nMenghadapi Asean Games XVIII yang dilaksanakan pada 18 Agustus mendatang, Sekretaris Daerah (Sekda) Jawa Barat Dr. H. Iwa Karniwa, S.E.Ak., M.M., CA., PIA, Kepala Dinas Pemuda dan Olahraga (Dispora) Jawa Barat Dr. H. Yudha Munajat Saputra dan Bupati Bandung H. Dadang M. Naser, S.H., S.Ip., M.Ip melakukan pemantauan venue di Stadion si Jalak Harupat (SJH) Soreang, Kamis (24/5).\n\nSekda mengungkapkan Stadion si Jalak Harupat siap digunakan pada perhelatan olahraga terbesar di Asia. “Sampai tanggal 23 Mei kemarin, realisasi progres sudah mencapai 50,3% dari rencana progres 56,2%. Insya Allah, pada hari pelaksanaan nanti Stadion SJH siap digunakan,” ungkap Iwa.\n\nDalam renovasi tersebut, Iwa mengungkapkan terjadi deviasi sekitar 5,9%. “Deviasi atau keterlambatan diakibatkan karena belum tibanya beberapa barang, salah satunya lampu. Menurut informasi perlengkapan tersebut akan tiba di Tanjung Priok pada 29 Mei dan untuk pemasangan kami targetkan akan selesai pada tujuh Juni nanti,” tambahnya. \n\nAdapun renovasi difokuskan pada empat hal, yakni Lapangan Utama, Area Pertandingan, Area Penonton, Ruang Ganti Peman dan Official Area (OA). “Penanaman rumput sudah selesai pada akhir maret kemarin, dan saat ini sedang dalam proses intensifikasi dan pemeliharaan rumput. Untuk Goal post dan tiang bendera sudut sudah terpasang,” terang Sekda.\n\nUntuk area penonton sendiri akan dibuat ramah untuk kaum difabel. “Kami akan melakukan reposisi sebanyak 700 kursi untuk kaum disabilitas. Untuk fasilitas penunjang lainnya kami menyediakan turnstiles (pintu putar), e-ticketing, tribun yang bocor, juga perbaikan dan penggantian kursi,” imbuhnya.\n\nIwa optimis renovasi tersebut akan selesai pada 18 Juli 2018. “Sisa waktu hanya 56 hari lagi. Akan tetapi setelah melakukan pemantauan kami optimis renovasi akan selesai tepat waktu,” tambah Iwa.\n\nSekda Jabar juga menambahkan, pihaknya berencana menyediakan fasilitas untuk berlatih yang tidak jauh lokasinya dari SJH. “Pemprov Jabar rencananya akan menyiapkan Sarana Olah Raga (SOR) Arcamanik, ITB atau UNPAD sebagai tambahan fasilitas untuk berlatih para pemain yang akan berlaga nanti,” pungkasnya.\n\nPada kesempatan yang sama, Bupati Bandung berpendapat tidak ada kendala serius. “Kendala hanya terjadi pada pemeliharaan rumput. Tapi alhamdulillah, akhir-akhir ini sering turun hujan sehingga dapat membantu proses penyiraman rumput,” tutur orang nomor satu di Kabupaten Bandung ini.\n\nSelain itu, Dadang Naser juga mengajak masyarakat untuk bersiap menghadapi even yang akan dihadiri oleh 45 negara tersebut. “Pemkab Bandung akan terus mensosialisasikan kepada masyarakat untuk bersiap menghadapi even Asian Games,” ujar Kang DN sapaan akrab Bupati Bandung.\n\nKang DN juga meminta warga Kabupaten Bandung untuk bisa memanfaatkan acara tersebut untuk ajang ekonomi kreatif. “Selain menjadi tuan rumah yang baik dan sportif, saya harap masyarakat juga bisa kreatif untuk meningkatkan ekonomi di Kabupaten Bandung,” pungkas Bupati Bandung.\n\nSumber: Humas Pemkab Bandung"
